nationalGridBmUnit,elexonBmUnit,eic,fuelType,leadPartyName,bmUnitType,fpnFlag,bmUnitName,leadPartyId,demandCapacity,generationCapacity,productionOrConsumptionFlag,transmissionLossFactor,workingDayCreditAssessmentImportCapability,nonWorkingDayCreditAssessmentImportCapability,workingDayCreditAssessmentExportCapability,nonWorkingDayCreditAssessmentExportCapability,creditQualifyingStatus,demandInProductionFlag,gspGroupId,gspGroupName,interconnectorId
ILD-CEZC1,I_ILD-CEZC1,,,CEZ A.S,I,True,ELECLINK Export,45274649,-1000.000,0.000,C,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILD-CFPE1,I_ILD-CFPE1,,,CFP Commodities Limited,I,True,CFPE1 FROM UK,CFPC1,-1000.000,0.000,C,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILD-COMM1,I_ILD-COMM1,,,COMCOM Trading d.o.o,I,True,I_ILD-COMM1,COMCOM,-1000.000,0.000,C,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILD-CONS1,I_ILD-CONS1,,,Constellation Generation LTD,I,True,Constellation ElecLink Con,EXGENLIM,-1000.000,0.000,C,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILD-COPN1,I_ILD-COPN1,,,Copenhagen Energy Trading A/S,I,True,CET_EL,CET1234,-1000.000,0.000,C,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILD-CURR1,I_ILD-CURR1,,,Current Commodities A/S,I,True,I_ILD-CURR1,CURRENT,-2000.000,0.000,C,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILD-DARE1,I_ILD-DARE1,,,Dare Power Ltd,I,True,I_ILD-DARE1,DARE,-2000.000,0.000,C,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILD-DMCC1,I_ILD-DMCC1,,,Cobblestone Energy DMCC,I,True,Cobblestone Energy DMCC,OLDKENT,-1000.000,0.000,C,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILD-DSKC1,I_ILD-DSKC1,,,Danske Commodities A/S,I,True,DC- ELEC-C,DANSKE,-1000.000,0.000,C,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILD-DUEN1,I_ILD-DUEN1,,,Duferco Energia S.p.A.,I,True,ELK_UK-FR,DUCEX123,-200.000,0.000,C,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILD-DUFE1,I_ILD-DUFE1,,,DXT Commodities SA,I,True,DXT ELEC UK-FR,DUFENERG,-1000.000,0.000,C,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILD-DVAL1,I_ILD-DVAL1,,,DVALIN ApS,I,True,I_ILD-DVAL1,DVALIN,-1000.000,0.000,C,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILD-DVTD1,I_ILD-DVTD1,,,DV Trading (Europe) P/S,I,True,DV GB-FREL,DVTRAD45,-1000.000,0.000,C,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILD-EDFT1,I_ILD-EDFT1,,,EDF TRADING LIMITED,I,True,EDFT Eleclink Demand,EDFT,-1050.000,0.000,C,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILD-EDMK1,I_ILD-EDMK1,,,Mind Energy A/S,I,True,Energidk2_ELECD,ENERGIDK,-1050.000,0.000,C,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILD-ELTR1,I_ILD-ELTR1,,,ElectroRoute Energy Trading,I,True,EETL ELECLINK FRGB,ELECTRO,-1000.000,0.000,C,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILD-ENBW1,I_ILD-ENBW1,,,EnBW Energie Ba-Wu AG,I,True,I_ILD-ENBW1,ENBWNPT,-1000.000,0.000,C,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILD-ENGM1,I_ILD-ENGM1,,,ENGIE GLOBAL MARKETS,I,True,ELECLINK  EGM flow GB-FR,GASELYS,-1000.000,0.000,C,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILD-ENSC1,I_ILD-ENSC1,,,EnSCo Energy Services Company,I,True,Flow from UK,ENSCOAG,-1000.000,0.000,C,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILD-ENTC1,I_ILD-ENTC1,,,Energetech Europe BV,I,True,ENTC1 from UK,ENERGETE,-500.000,0.000,C,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILD-EPCO1,I_ILD-EPCO1,,,EP COMMODITIES A.S,I,True,EPCAS_ELECLINK_DEM,EPCAS,-300.000,0.000,C,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILD-EWII1,I_ILD-EWII1,,,EWII Energi A/S,I,True,EWII-UK-TO-ELECLINK,EWII6000,-1000.000,0.000,C,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILD-EXXO1,I_ILD-EXXO1,,,EXXONMOBIL GAS MARKETING,I,True,I_ILD-EXXO1,EM123,-1000.000,0.000,C,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILD-EZCO1,I_ILD-EZCO1,,,ENZEE Commodities A/S,I,True,Flow from UK,ENZEE,-1000.000,0.000,C,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILD-EZPD1,I_ILD-EZPD1,,,Ezpada AG,I,True,Ezpada AG,11XEZPAG,-500.000,0.000,C,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILD-FLEX1,I_ILD-FLEX1,,,CFP FlexPower GmbH,I,True,Flow from UK,FLXPWR,-1400.000,0.000,C,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILD-GENI1,I_ILD-GENI1,,,"GEN-I, d.o.o.",I,True,From UK,GENI,-1000.000,0.000,C,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILD-GLEN1,I_ILD-GLEN1,,,Glencore Energy UK Ltd,I,True,Flow from UK,GENUK,-1000.000,0.000,C,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILD-GNER1,I_ILD-GNER1,,,Gnera Energia y Tecnologia S.L,I,True,GNER C,GNERAUK1,-1000.000,0.000,C,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILD-GRMC1,I_ILD-GRMC1,,,A/S Global Risk Management Ltd,I,True,Flows out of  the UK,GRMC,-1000.000,0.000,C,0.0084878,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILD-HART1,I_ILD-HART1,,,HAPPGCO,I,True,I_ILD-HART1,HEPGCO,-1000.000,0.000,C,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILD-HELI1,I_ILD-HELI1,,,Helios Power Trading A/S,I,True,HELIOS ELECLINK DEM,HELIOS,-1000.000,0.000,C,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILD-IMPT1,I_ILD-IMPT1,,,Impact Energy Trading A/S,I,True,Flow from UK,IMPACT25,-1000.000,0.000,C,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILD-INCM1,I_ILD-INCM1,,,IN COMMODITIES A/S,I,True,ELECINCOMASC,INCOMAS,-750.000,0.000,C,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILD-JWME1,I_ILD-JWME1,,,JWM Energia,I,True,I_ILD-JWME1,JWM,-1000.000,0.000,C,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILD-MCRA1,I_ILD-MCRA1,,,Mercuria Energy Trading SA,I,True,Mercuria flow from UK,METSA,-1000.000,0.000,C,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILD-MFTE1,I_ILD-MFTE1,,,MFT Energy A/S,I,True,MFT_EXP,MFTE,-1000.000,0.000,C,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILD-NDPL1,I_ILD-NDPL1,,,European Market Coupling,I,True,NDPLELECLINLC,NORDPOOL,-1050.000,0.000,C,0.0140482,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILD-NEAS1,I_ILD-NEAS1,,,Centrica Energy Trading A/S,I,True,Flow INTO UK,NEAS,-1000.000,0.000,C,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILD-NEHO1,I_ILD-NEHO1,,,Nordic Energy House ApS,I,True,EL NEH-D,NEH,-1000.000,0.000,C,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILD-NITR1,I_ILD-NITR1,,,Nitor Energy A/S,I,True,FR FROM UK,NIREX,-1000.000,0.000,C,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILD-NORL1,I_ILD-NORL1,,,Norlys Energy Trading A/S,I,True,NORLYS_ELL_C,NORLYS,-2000.000,0.000,C,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILD-NTPL1,I_ILD-NTPL1,,,Northpool BV,I,True,I_ILD-NTPL1,NORTHPL,-1000.000,0.000,C,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILD-NWAT1,I_ILD-NWAT1,,,Newatt S.r.l.,I,True,Export from UK,ITNEWATT,-100.000,0.000,C,0.0093431,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILD-OPMX1,I_ILD-OPMX1,,,Optimax Energy GmbH,I,True,I_ILD-OPMX1,OPTIMAX,-1000.000,0.000,C,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILD-OUTL1,I_ILD-OUTL1,,,Outlook Energy Ltd,I,True,I_ILD-OUTL1,OUTLOOK,-2000.000,0.000,C,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILD-PEAK1,I_ILD-PEAK1,,,Peak Gen Top Co Limited,I,True,PGELECK Demand,PEAKGEN,-1000.000,0.000,C,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILD-PETC1,I_ILD-PETC1,,,PETROCHINA INTL LONDON CO. LTD,I,True,PCIL UK TO FR ELECLINK,PETCHINA,-1000.000,0.000,C,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILD-PREP1,I_ILD-PREP1,,,Yuno Limited,I,True,Prepay FROM UK,OPAL0516,-1000.000,0.000,C,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILD-PWMR1,I_ILD-PWMR1,,,PowerMart ApS,I,True,ELECLINK EXPORT,POMA,-1000.000,0.000,C,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILD-QUAR1,I_ILD-QUAR1,,,Quark Energy Trading Limited,I,True,ELECLINK DEMAND,QUARKET,-1000.000,0.000,C,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILD-RESP1,I_ILD-RESP1,,,RESPECT ENERGY S.A.,I,True,RESA-ELC-FU,RESA,-700.000,0.000,C,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILD-RISQ1,I_ILD-RISQ1,,,Risq Energy Limited,I,True,RISQ from the UK,RISQ,-1000.000,0.000,C,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILD-RWES1,I_ILD-RWES1,,,RWE Supply and Trading GmbH,I,True,RWEST Eleclink Export,RWE,-1000.000,0.000,C,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILD-SEFE1,I_ILD-SEFE1,,,SEFE Marketing & Trading LTD,I,True,EL1-GB-FR,GAZPROM,-1050.000,0.000,C,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILD-SETL1,I_ILD-SETL1,,,Shell Energy Europe Limited,I,True,I_ILD-SETL1,SHELL2,-1000.000,0.000,C,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILD-SIRI1,I_ILD-SIRI1,,,Sirius Energy SA,I,True,I_ILD-SIRI1,SIRIUSEN,-1000.000,0.000,C,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILD-STGS1,I_ILD-STGS1,,,STG Switzerland GmbH,I,True,STG CH ElecLink GB-BE,STG8T4R,-1000.000,0.000,C,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILD-TGPL1,I_ILD-TGPL1,,,TotalEnergies Gas & Power Ltd,I,True,ELECLINK (Flow out of UK),TFEGP,-1000.000,0.000,C,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILD-TRFD1,I_ILD-TRFD1,,,Trafigura Denmark ApS,I,True,ELEK_EX,TRAFDK23,-1000.000,0.000,C,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILD-TRFG1,I_ILD-TRFG1,,,Trafigura Trading Sarl,I,True,ELEK_EX,TRAF,-1000.000,0.000,C,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILD-TRLS1,I_ILD-TRLS1,,,Engelhart CTP Renewables GmbH,I,True,Flow FROM UK,GREENPWR,-1050.000,0.000,C,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILD-VOLT1,I_ILD-VOLT1,,,Volta Energy DAC,I,True,ELECLINK FROM UK,VOLTADAC,-250.000,0.000,C,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILD-VSAL1,I_ILD-VSAL1,,,VITOL SA,I,True,I_ILD-VSAL1,VITOLSA,-1000.000,0.000,C,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILD-VTFS1,I_ILD-VTFS1,,,Vattenfall Energy Trading,I,True,VET_ELECLINK_D,VTS,-1000.000,0.000,C,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILD-XNON1,I_ILD-XNON1,,,XENON CAPITAL MARKETS LTD,I,True,XENON-ELINK-C,XENON,-1000.000,0.000,C,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILG-ALIP1,I_ILG-ALIP1,,,Energetick ApS,I,True,Flow into UK,ALPSNRG,0.000,1000.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILG-ALPE1,I_ILG-ALPE1,,,Alpha Energy ApS,I,True,ElecLink Generation,ALPHAENE,0.000,500.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILG-ARON1,I_ILG-ARON1,,,J.Aron & Company,I,True,EL Jaron FR-GB Flow,JARON,0.000,1000.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILG-AROS1,I_ILG-AROS1,,,Arosource ApS,I,True,AROS Flow INTO UK,AROSOURC,0.000,1000.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILG-ARTH1,I_ILG-ARTH1,,,Aarhus Trading A/S,I,True,I_ILG-ARTH1,ATAS,0.000,1000.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILG-ATLS1,I_ILG-ATLS1,,,Atlas Energy DAC,I,True,Atlas FREL-GB,AED75443,0.000,1000.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILG-BAYW1,I_ILG-BAYW1,,,Baywa r.e. Energy Trading GmbH,I,True,Flow into UK over Eleclink,B9R3T560,0.000,1000.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILG-BKWE1,I_ILG-BKWE1,,,BKW Energie AG,I,True,BWK Eleclink flows into UK,BKW,0.000,450.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILG-BPGM1,I_ILG-BPGM1,,,BP Gas Marketing Limited,I,True,Flow INTO UK,BPGAS,0.000,1000.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILG-CACM1,I_ILG-CACM1,,,C A Commodities A/S,I,True,ELECLINK Flow into UK,CACOMAS,0.000,1000.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILG-CBST1,I_ILG-CBST1,,,Cobblestone Energy,I,True,Cobblestone Energy Ltd,CBBLESTN,0.000,1000.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILG-CCME1,I_ILG-CCME1,,,Castleton Commodities Europe,I,True,CCME INTO UK,CASTLEEU,0.000,1000.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILG-CENT1,I_ILG-CENT1,,,Centrica Energy Limited,I,True,CENTRICA ELECLINK,ACCORD,0.000,1050.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILG-CETL1,I_ILG-CETL1,,,Conrad Energy (Trading) Ltd,I,True,CONRAD INTO UK,CONRAD,0.000,1000.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILG-CEZC1,I_ILG-CEZC1,,,CEZ A.S,I,True,ELECLINK Import,45274649,0.000,1000.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILG-CFPE1,I_ILG-CFPE1,,,CFP Commodities Limited,I,True,CFPE1 INTO UK,CFPC1,0.000,1000.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILG-COMM1,I_ILG-COMM1,,,COMCOM Trading d.o.o,I,True,I_ILG-COMM1,COMCOM,0.000,1000.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILG-CONS1,I_ILG-CONS1,,,Constellation Generation LTD,I,True,Constellation ElecLink Prod,EXGENLIM,0.000,1000.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILG-COPN1,I_ILG-COPN1,,,Copenhagen Energy Trading A/S,I,True,CET_EL,CET1234,0.000,1000.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILG-CURR1,I_ILG-CURR1,,,Current Commodities A/S,I,True,I_ILG-CURR1,CURRENT,0.000,2000.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILG-DARE1,I_ILG-DARE1,,,Dare Power Ltd,I,True,I_ILG-DARE1,DARE,0.000,2000.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILG-DMCC1,I_ILG-DMCC1,,,Cobblestone Energy DMCC,I,True,Cobblestone Energy DMCC,OLDKENT,0.000,1000.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILG-DSKC1,I_ILG-DSKC1,,,Danske Commodities A/S,I,True,DC- ELEC-P,DANSKE,0.000,1000.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILG-DUEN1,I_ILG-DUEN1,,,Duferco Energia S.p.A.,I,True,ELK_FR_UK,DUCEX123,0.000,200.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILG-DUFE1,I_ILG-DUFE1,,,DXT Commodities SA,I,True,DXT ELEC FR-UK,DUFENERG,0.000,1000.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILG-DVAL1,I_ILG-DVAL1,,,DVALIN ApS,I,True,I_ILG-DVAL1,DVALIN,0.000,1000.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILG-DVTD1,I_ILG-DVTD1,,,DV Trading (Europe) P/S,I,True,DV FREL-GB,DVTRAD45,0.000,1000.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILG-EDFT1,I_ILG-EDFT1,,,EDF TRADING LIMITED,I,True,EDFT Eleclink Generation,EDFT,0.000,1050.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILG-EDMK1,I_ILG-EDMK1,,,Mind Energy A/S,I,True,Energidk2_ELECG,ENERGIDK,0.000,1050.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILG-ELTR1,I_ILG-ELTR1,,,ElectroRoute Energy Trading,I,True,EETL ELECLINK GBFR,ELECTRO,0.000,1000.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILG-ENBW1,I_ILG-ENBW1,,,EnBW Energie Ba-Wu AG,I,True,I_ILG-ENBW1,ENBWNPT,0.000,1000.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILG-ENGM1,I_ILG-ENGM1,,,ENGIE GLOBAL MARKETS,I,True,ELECLINK EGM flow FR-GB,GASELYS,0.000,1000.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILG-ENSC1,I_ILG-ENSC1,,,EnSCo Energy Services Company,I,True,Flow into UK,ENSCOAG,0.000,1000.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILG-ENTC1,I_ILG-ENTC1,,,Energetech Europe BV,I,True,ENTC1 to UK,ENERGETE,0.000,500.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILG-EPCO1,I_ILG-EPCO1,,,EP COMMODITIES A.S,I,True,EPCAS_ELECLINK_GEN,EPCAS,0.000,300.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILG-EWII1,I_ILG-EWII1,,,EWII Energi A/S,I,True,EWII-ELECLINK-TO-UK,EWII6000,0.000,1000.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILG-EXXO1,I_ILG-EXXO1,,,EXXONMOBIL GAS MARKETING,I,True,I_ILG-EXXO1,EM123,0.000,1000.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILG-EZCO1,I_ILG-EZCO1,,,ENZEE Commodities A/S,I,True,Flow into UK,ENZEE,0.000,1000.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILG-EZPD1,I_ILG-EZPD1,,,Ezpada AG,I,True,Ezpada AG,11XEZPAG,0.000,500.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILG-FLEX1,I_ILG-FLEX1,,,CFP FlexPower GmbH,I,True,Flow into UK,FLXPWR,0.000,1400.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILG-GENI1,I_ILG-GENI1,,,"GEN-I, d.o.o.",I,True,Into UK,GENI,0.000,1000.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILG-GLEN1,I_ILG-GLEN1,,,Glencore Energy UK Ltd,I,True,Flow into UK,GENUK,0.000,1000.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILG-GNER1,I_ILG-GNER1,,,Gnera Energia y Tecnologia S.L,I,True,GNER V,GNERAUK1,0.000,1000.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILG-GRMC1,I_ILG-GRMC1,,,A/S Global Risk Management Ltd,I,True,Flows into the  UK,GRMC,0.000,1000.000,P,0.0084878,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILG-HART1,I_ILG-HART1,,,HAPPGCO,I,True,I_ILG-HART1,HEPGCO,0.000,1000.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILG-HELI1,I_ILG-HELI1,,,Helios Power Trading A/S,I,True,HELIOS ELECLINK GEN,HELIOS,0.000,1000.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILG-IMPT1,I_ILG-IMPT1,,,Impact Energy Trading A/S,I,True,Flow into UK,IMPACT25,0.000,1000.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILG-INCM1,I_ILG-INCM1,,,IN COMMODITIES A/S,I,True,ELECINCOMASP,INCOMAS,0.000,750.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILG-JWME1,I_ILG-JWME1,,,JWM Energia,I,True,I_ILG-JWME1,JWM,0.000,1000.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILG-MCRA1,I_ILG-MCRA1,,,Mercuria Energy Trading SA,I,True,Mercuria flow into UK,METSA,0.000,1000.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILG-MFTE1,I_ILG-MFTE1,,,MFT Energy A/S,I,True,MFT_IMP,MFTE,0.000,1000.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILG-NDPL1,I_ILG-NDPL1,,,European Market Coupling,I,True,NDPLELECLINLP,NORDPOOL,0.000,1050.000,P,0.0140482,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILG-NEAS1,I_ILG-NEAS1,,,Centrica Energy Trading A/S,I,True,Flow INTO UK,NEAS,0.000,1000.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILG-NEHO1,I_ILG-NEHO1,,,Nordic Energy House ApS,I,True,EL NEH-G,NEH,0.000,1000.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILG-NITR1,I_ILG-NITR1,,,Nitor Energy A/S,I,True,FR INTO UK,NIREX,0.000,1000.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILG-NORL1,I_ILG-NORL1,,,Norlys Energy Trading A/S,I,True,NORLYS_ELL_P,NORLYS,0.000,2000.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILG-NTPL1,I_ILG-NTPL1,,,Northpool BV,I,True,I_ILG-NTPL1,NORTHPL,0.000,1000.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILG-NWAT1,I_ILG-NWAT1,,,Newatt S.r.l.,I,True,Import in UK,ITNEWATT,0.000,50.000,P,0.0093431,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILG-OPMX1,I_ILG-OPMX1,,,Optimax Energy GmbH,I,True,I_ILG-OPMX1,OPTIMAX,0.000,1000.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILG-OUTL1,I_ILG-OUTL1,,,Outlook Energy Ltd,I,True,I_ILG-OUTL1,OUTLOOK,0.000,2000.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILG-PEAK1,I_ILG-PEAK1,,,Peak Gen Top Co Limited,I,True,PGELECK Generation,PEAKGEN,0.000,1000.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILG-PETC1,I_ILG-PETC1,,,PETROCHINA INTL LONDON CO. LTD,I,True,PCIL FR TO UK ELECLINK,PETCHINA,0.000,1000.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILG-PREP1,I_ILG-PREP1,,,Yuno Limited,I,True,Prepay INTO UK,OPAL0516,0.000,1000.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILG-PWMR1,I_ILG-PWMR1,,,PowerMart ApS,I,True,ELECLINK IMPORT,POMA,0.000,1000.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILG-QUAR1,I_ILG-QUAR1,,,Quark Energy Trading Limited,I,True,ELECLINK GEN,QUARKET,0.000,1000.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILG-RESP1,I_ILG-RESP1,,,RESPECT ENERGY S.A.,I,True,RESA-ELC-IU,RESA,0.000,700.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
ILG-RISQ1,I_ILG-RISQ1,,,Risq Energy Limited,I,True,RISQ to the UK,RISQ,0.000,1000.000,P,0.0113381,0.000,0.000,0.000,0.000,False,False,,,ELECLINK
